1 0 3674
2 3674 2002
3 5676 3217
4 8893 2860
5 11753 7553
6 19306 417
7 19723 519
8 20242 11213
9 31455 4483
10 35938 3685
11 39623 9003
12 48626 3408
13 52034 2053
14 54087 2003
15 56090 7122
16 63212 6444
17 69656 3689
18 73345 2245
19 75590 14914
20 90504 6407
21 96911 1328
22 98239 1978
23 100217 2939
24 103156 2587
25 105743 2137
26 107880 1592
27 109472 747
28 110219 1392
29 111611 739
30 112350 389
31 112739 3986
32 116725 3923
33 120648 3057
34 123705 4161
35 127866 7580
36 135446 5425
37 140871 1364
38 142235 5314
39 147549 1174
40 148723 933
41 149656 1862
42 151518 2421
43 153939 5486
44 159425 2510
45 161935 8080
46 170015 2466
47 172481 919
48 173400 849
49 174249 1641
50 175890 2241
51 178131 7276
52 185407 1640
53 187047 4761
54 191808 2455
55 194263 3635
56 197898 2687
57 200585 6944
58 207529 2306
59 209835 3018
60 212853 4595
61 217448 2526
62 219974 2885
63 222859 1910
64 224769 1278
65 226047 4733
66 230780 1638
67 232418 1012
68 233430 1604
69 235034 1804
70 236838 4606
71 241444 1677
72 243121 2694
73 245815 9326
74 255141 1882
75 257023 2632
76 259655 9068
77 268723 3549
78 272272 6145
79 278417 3372
80 281789 2958
81 284747 7865
82 292612 1738
83 294350 2205
84 296555 1651
85 298206 967
86 299173 2391
87 301564 1682
88 303246 1783
89 305029 15029
90 320058 7369
91 327427 3142
92 330569 1681
93 332250 1415
94 333665 7677
95 341342 1995
96 343337 2118
97 345455 1788
98 347243 1688
99 348931 2081
100 351012 1163
101 352175 2812
102 354987 2700
103 357687 1248
104 358935 1103
105 360038 859
106 360897 979
107 361876 994
108 362870 2357
109 365227 1740
110 366967 1149
111 368116 901
112 369017 1132
113 370149 1355
114 371504 997
115 372501 1947
116 374448 2620
117 377068 1272
118 378340 2739
119 381079 2815
120 383894 2995
121 386889 1059
122 387948 3615
123 391563 2536
124 394099 4299
125 398398 3335
126 401733 5885
127 407618 3304
128 410922 920
129 411842 2326
130 414168 4615
131 418783 2311
132 421094 799
133 421893 5809
134 427702 1232
135 428934 6020
136 434954 874
137 435828 1617
138 437445 873
139 438318 3278
140 441596 6393
141 447989 827
142 448816 3417
143 452233 4042
144 456275 1248
145 457523 1082
146 458605 1802
147 460407 1535
148 461942 2496
149 464438 2495
150 466933 1748
151 468681 1379
152 470060 2907
153 472967 2436
154 475403 1568
155 476971 1861
156 478832 1081
157 479913 952
158 480865 3360
159 484225 1958
160 486183 1929
161 488112 2223
162 490335 1954
163 492289 3111
164 495400 1791
165 497191 3188
166 500379 3790
167 504169 518
168 504687 1105
169 505792 810
170 506602 2565
171 509167 1057
172 510224 2269
173 512493 1861
174 514354 1424
175 515778 724
176 516502 1676
177 518178 2533
178 520711 1565
179 522276 2284
180 524560 2384
181 526944 2246
182 529190 1067
183 530257 2514
184 532771 1424
185 534195 4168
186 538363 2106
187 540469 1791
188 542260 2246
189 544506 4208
190 548714 539
191 549253 831
192 550084 2561
193 552645 4219
194 556864 3551
195 560415 906
196 561321 4077
197 565398 3511
198 568909 1221
199 570130 2393
200 572523 2646
201 575169 9531
202 584700 7168
203 591868 9128
204 600996 11599
205 612595 15482
206 628077 8924
207 637001 13413
208 650414 12553
209 662967 8168
210 671135 20959
211 692094 12711
212 704805 43170
213 747975 22468
214 770443 21790
215 792233 8607
216 800840 2678
217 803518 2753
218 806271 1925
219 808196 2415
220 810611 7147
221 817758 1555
222 819313 1139
223 820452 1139
224 821591 1132
225 822723 1139
226 823862 1139
227 825001 1139
228 826140 1139
229 827279 1139
230 828418 1139
231 829557 795
232 830352 1118
233 831470 8061
234 839531 5533
235 845064 1322
236 846386 2005
